industry,job_title,company_name,company_tier,location,base_salary,bonus_val,equity_val,signing_bonus,working_hours,years_exp,promotion_chance,remote_status
44,Consulting,Senior Management Consultant,McKinsey,Public,New York NY,175000,55000,5000,30000,60,7,High,Hybrid
45,Technology,Mid-Level Security Engineer,Cloudflare,Public,San Francisco CA,170000,22000,65000,35000,42,5,Medium,Remote
46,Aerospace,Mid-Level Propulsion Engineer,Blue Origin,Late-Stage Startup,Kent WA,125000,15000,40000,20000,48,5,Medium,Onsite
47,Biotech,Senior Computational Biologist,Moderna,Public,Boston MA,148000,20000,35000,25000,42,7,High,Hybrid
48,Energy,Senior Power Systems Engineer,NextEra Energy,Public,Juno Beach FL,138000,18000,12000,15000,42,6,Medium,Hybrid
49,Technology,Mid-Level iOS Engineer,Apple,Public,Cupertino CA,185000,30000,80000,50000,44,5,Medium,Onsite
50,Technology,Chief Technology Officer,Scale AI,Late-Stage Startup,San Francisco CA,280000,120000,2800000,150000,55,18,Low,Hybrid
1,Finance,Junior Quantitative Analyst,Citadel,Public,Chicago IL,115000,72000,15000,20000,55,2,High,Onsite
2,Technology,Junior Software Engineer,Meta,Public,San Francisco CA,145000,18000,85000,25000,42,1,High,Hybrid
3,Finance,Junior Investment Banking Analyst,Goldman Sachs,Public,New York NY,110000,55000,5000,15000,80,1,High,Onsite
4,Technology,Junior Data Scientist,DataRobot,Series C,Boston MA,95000,12000,45000,10000,42,2,High,Hybrid
5,Healthcare,Junior Clinical Data Analyst,UnitedHealth Group,Public,Minneapolis MN,72000,7000,3000,5000,40,1,Medium,Hybrid
6,Technology,Junior Frontend Engineer,Figma,Series D,San Francisco CA,138000,15000,70000,20000,41,1,High,Hybrid
7,Finance,Junior Accountant,Deloitte,Public,Chicago IL,68000,8000,0,5000,45,1,Low,Hybrid
8,Technology,Junior Machine Learning Engineer,OpenAI,Private,San Francisco CA,155000,25000,120000,30000,45,2,High,Hybrid
9,Logistics,Junior Supply Chain Analyst,UPS,Public,Atlanta GA,62000,6000,2000,3000,40,1,Medium,Onsite
10,Technology,Junior Backend Engineer,Amazon,Public,Seattle WA,135000,20000,75000,20000,42,1,High,Hybrid
11,Finance,Junior Equity Research Analyst,Morgan Stanley,Public,New York NY,95000,38000,4000,10000,70,2,High,Onsite
12,Technology,Junior DevOps Engineer,Cloudflare,Public,Austin TX,105000,12000,40000,12000,42,2,High,Remote
13,Consulting,Junior Management Consultant,McKinsey,Private,New York NY,105000,22000,0,15000,65,1,High,Hybrid
14,Healthcare,Junior Biomedical Engineer,Medtronic,Public,Minneapolis MN,75000,8000,5000,5000,40,2,Medium,Onsite
15,Manufacturing,Junior Mechanical Engineer,Caterpillar,Public,Peoria IL,72000,7000,3000,4000,42,1,Medium,Onsite
16,Technology,Junior Cybersecurity Analyst,CrowdStrike,Public,Austin TX,102000,11000,35000,10000,41,1,High,Remote
17,Finance,Junior Accountant,Ernst & Young,Public,Dallas TX,65000,7500,0,4000,44,1,Low,Hybrid
18,Energy,Junior Petroleum Engineer,ExxonMobil,Public,Houston TX,95000,14000,5000,10000,43,2,Medium,Onsite
19,Technology,Junior AI Research Engineer,Anthropic,Private,San Francisco CA,160000,30000,130000,35000,44,2,High,Hybrid
20,Aerospace,Junior Systems Engineer,SpaceX,Private,Hawthorne CA,105000,12000,50000,10000,55,1,High,Onsite
21,Technology,Junior Product Manager,Stripe,Private,San Francisco CA,130000,18000,80000,20000,43,2,High,Hybrid
22,Retail,Junior Merchandising Analyst,Target,Public,Minneapolis MN,58000,5500,2000,3000,40,1,Low,Hybrid
23,Finance,Junior Risk Analyst,JPMorgan Chase,Public,New York NY,92000,32000,4000,8000,55,2,Medium,Hybrid
24,Technology,Junior Cloud Architect,Google,Public,San Francisco CA,150000,22000,90000,25000,42,2,High,Hybrid
25,Media,Junior UX Designer,Netflix,Public,Los Angeles CA,115000,14000,25000,15000,41,1,High,Hybrid
26,Logistics,Junior Operations Analyst,FedEx,Public,Memphis TN,60000,5000,1500,3000,40,1,Low,Onsite
27,Healthcare,Junior Pharmaceutical Sales Rep,Pfizer,Public,New York NY,72000,18000,3000,8000,45,2,Medium,Remote
28,Finance,Junior Compliance Analyst,Charles Schwab,Public,Chicago IL,74000,9000,2000,5000,42,1,Low,Hybrid
29,Technology,Junior Embedded Systems Engineer,NVIDIA,Public,Santa Clara CA,140000,20000,80000,18000,43,2,High,Onsite
30,Construction,Junior Civil Engineer,Bechtel,Private,Denver CO,74000,7000,2000,4000,42,1,Medium,Onsite
31,Technology,Junior NLP Engineer,Cohere,Series C,Toronto ON,110000,16000,60000,15000,42,2,High,Remote
32,Finance,Junior Private Equity Analyst,KKR,Public,New York NY,120000,65000,20000,20000,75,2,High,Onsite
33,Education,Junior Curriculum Developer,Coursera,Public,Mountain View CA,78000,7000,12000,5000,40,1,Medium,Remote
34,Aerospace,Junior Avionics Engineer,Boeing,Public,Seattle WA,88000,9000,5000,7000,42,2,Medium,Onsite
35,Technology,Mid-Level Full Stack Engineer,Shopify,Public,Remote,128000,18000,55000,15000,41,5,Medium,Remote
36,Finance,Senior Quantitative Trader,Jane Street,Private,New York NY,250000,320000,80000,75000,60,7,Medium,Onsite
37,Technology,Senior Machine Learning Engineer,DeepMind,Public,London UK,195000,45000,90000,40000,44,8,High,Hybrid
38,Consulting,Senior Strategy Consultant,Boston Consulting Group,Private,Chicago IL,165000,55000,0,25000,60,6,High,Hybrid
39,Finance,Senior Portfolio Manager,Bridgewater Associates,Private,Westport CT,220000,180000,30000,50000,55,8,Medium,Onsite
40,Healthcare,Senior Biostatistician,Moderna,Public,Cambridge MA,145000,22000,40000,20000,42,7,Medium,Hybrid
41,Technology,Senior Site Reliability Engineer,Apple,Public,Cupertino CA,195000,35000,110000,30000,43,8,Medium,Onsite
42,Energy,Senior Renewable Energy Engineer,NextEra Energy,Public,Miami FL,138000,20000,15000,15000,42,6,Medium,Hybrid
43,Technology,Mid-Level Data Engineer,Databricks,Series I,San Francisco CA,148000,22000,85000,18000,42,4,High,Remote
44,Finance,Mid-Level Financial Analyst,BlackRock,Public,New York NY,118000,42000,10000,15000,50,4,Medium,Hybrid
45,Media,Senior Creative Director,Disney,Public,Los Angeles CA,175000,28000,20000,25000,45,9,Low,Hybrid
46,Technology,Mid-Level Product Manager,Notion,Series C,San Francisco CA,145000,20000,90000,20000,42,4,High,Remote
47,Consulting,Mid-Level Operations Consultant,Accenture,Public,Dallas TX,115000,28000,8000,12000,50,5,Medium,Hybrid
48,Manufacturing,Mid-Level Quality Engineer,General Electric,Public,Cincinnati OH,98000,13000,7000,8000,42,5,Low,Onsite
49,Technology,Mid-Level Security Engineer,Palantir,Public,New York NY,162000,32000,70000,20000,45,5,High,Hybrid
50,Finance,Chief Investment Officer,Millennium Management,Private,New York NY,500000,850000,400000,200000,60,20,Low,Onsite
1,Finance,Junior Quantitative Analyst,Citadel,Public,Chicago IL,95000,52000,8000,15000,60,1,High,Onsite
2,Technology,Junior Software Engineer,Google,Public,San Francisco CA,135000,18000,45000,20000,45,1,High,Hybrid
3,Healthcare,Medical Billing Specialist,Regional Medical Center,Private,Columbus OH,42000,3500,0,2000,40,2,Low,Onsite
4,Technology,Junior Data Analyst,DataBridge Analytics,Startup,Austin TX,72000,7000,22000,5000,45,1,High,Remote
5,Finance,Junior Accountant,Deloitte,Public,Chicago IL,58000,6500,0,4000,50,1,Medium,Onsite
6,Technology,Frontend Developer,Shopify,Public,Remote,88000,9000,15000,8000,40,2,Medium,Remote
7,Manufacturing,Quality Control Technician,Ford Motor Company,Public,Detroit MI,52000,4000,2000,3000,42,2,Low,Onsite
8,Finance,Junior Trader,Jane Street,Private,New York NY,110000,75000,0,25000,65,1,High,Onsite
9,Technology,Machine Learning Engineer,OpenAI,Startup,San Francisco CA,145000,22000,95000,25000,50,2,High,Hybrid
10,Consulting,Junior Business Analyst,McKinsey,Public,New York NY,90000,18000,0,10000,55,1,High,Hybrid
11,Real Estate,Leasing Agent,CBRE,Public,Phoenix AZ,45000,8000,0,2000,40,1,Medium,Onsite
12,Technology,Junior DevOps Engineer,Amazon,Public,Seattle WA,118000,14000,35000,20000,47,2,Medium,Hybrid
13,Finance,Equity Research Associate,Goldman Sachs,Public,New York NY,100000,55000,5000,20000,60,2,High,Onsite
14,Healthcare,Junior Pharmacist,CVS Health,Public,Boston MA,98000,7000,0,10000,42,1,Low,Onsite
15,Energy,Junior Petroleum Engineer,ExxonMobil,Public,Houston TX,88000,10000,4000,8000,45,2,Medium,Hybrid
16,Technology,AI Research Scientist,Anthropic,Startup,San Francisco CA,160000,30000,120000,30000,50,3,High,Hybrid
17,Logistics,Supply Chain Coordinator,UPS,Public,Louisville KY,48000,4000,1500,2500,40,1,Low,Onsite
18,Finance,Junior Financial Analyst,JPMorgan Chase,Public,New York NY,80000,22000,3000,12000,55,1,High,Hybrid
19,Technology,Junior iOS Developer,Snap Inc,Public,Los Angeles CA,105000,11000,20000,15000,45,2,Medium,Hybrid
20,Education,Curriculum Developer,Khan Academy,Nonprofit,Remote,62000,4000,0,3000,40,2,Medium,Remote
21,Technology,Junior Backend Engineer,Stripe,Private,San Francisco CA,130000,16000,55000,22000,47,1,High,Hybrid
22,Manufacturing,Junior Mechanical Engineer,Boeing,Public,Seattle WA,75000,7000,3500,5000,42,2,Medium,Onsite
23,Finance,Compliance Analyst,Fidelity Investments,Public,Boston MA,68000,8000,2000,6000,42,2,Low,Hybrid
24,Media,Junior Copywriter,BuzzFeed,Public,New York NY,52000,3000,0,2000,40,1,Medium,Remote
25,Technology,Junior Cloud Engineer,Microsoft,Public,Seattle WA,112000,13000,28000,18000,45,2,High,Hybrid
26,Consulting,Junior Management Consultant,Bain,Public,Chicago IL,88000,16000,0,10000,55,1,High,Hybrid
27,Healthcare,Clinical Research Associate,Pfizer,Public,New York NY,72000,8000,4000,6000,42,2,Medium,Hybrid
28,Technology,Junior QA Engineer,Salesforce,Public,San Francisco CA,95000,9000,18000,10000,42,1,Medium,Hybrid
29,Finance,Junior Credit Analyst,Wells Fargo,Public,Charlotte NC,62000,7500,0,5000,42,2,Low,Onsite
30,Energy,Solar Installation Technician,SunPower,Private,Denver CO,50000,4000,3000,2500,42,1,Low,Onsite
31,Technology,Junior Cybersecurity Analyst,CrowdStrike,Public,Austin TX,85000,9000,15000,8000,45,1,High,Remote
32,Marketing,Junior Growth Marketer,DoorDash,Public,San Francisco CA,78000,8000,12000,7000,45,1,Medium,Hybrid
33,Technology,Junior Data Engineer,Databricks,Private,San Francisco CA,125000,14000,48000,18000,47,2,High,Hybrid
34,Aerospace,Junior Avionics Engineer,SpaceX,Private,Hawthorne CA,95000,10000,18000,8000,60,2,High,Onsite
35,Technology,Senior Software Engineer,Meta,Public,San Francisco CA,195000,45000,120000,50000,47,6,Medium,Hybrid
36,Finance,Senior Quantitative Researcher,Two Sigma,Private,New York NY,220000,180000,40000,50000,65,7,Medium,Onsite
37,Technology,Senior ML Engineer,DeepMind,Public,London UK,175000,35000,85000,40000,47,6,High,Hybrid
38,Consulting,Senior Strategy Consultant,BCG,Public,New York NY,165000,55000,0,30000,55,6,High,Hybrid
39,Finance,Senior Portfolio Manager,BlackRock,Public,New York NY,185000,120000,25000,35000,50,8,Medium,Hybrid
40,Healthcare,Senior Clinical Data Scientist,Moderna,Public,Boston MA,145000,25000,30000,20000,45,7,High,Hybrid
41,Technology,Senior Product Manager,Airbnb,Public,San Francisco CA,175000,38000,90000,35000,47,7,Medium,Hybrid
42,Technology,Staff Security Engineer,Cloudflare,Public,San Francisco CA,210000,40000,100000,45000,47,8,Low,Remote
43,Finance,Senior Risk Analyst,Citadel Securities,Private,Chicago IL,155000,95000,20000,30000,60,7,Medium,Onsite
44,Real Estate,Senior Commercial Broker,JLL,Public,New York NY,120000,85000,0,15000,45,8,Medium,Hybrid
45,Energy,Senior Reservoir Engineer,Chevron,Public,Houston TX,148000,22000,12000,18000,45,7,Low,Hybrid
46,Technology,Senior Data Scientist,Uber,Public,San Francisco CA,190000,42000,110000,40000,47,6,High,Hybrid
47,Manufacturing,Senior Process Engineer,3M,Public,Minneapolis MN,118000,14000,8000,10000,42,7,Low,Onsite
48,Biotech,Senior Computational Biologist,Genentech,Public,San Francisco CA,158000,28000,35000,25000,45,6,High,Hybrid
49,Technology,Senior Platform Engineer,Palantir,Public,New York NY,185000,50000,95000,42000,50,7,Medium,Onsite
50,Finance,Chief Investment Officer,Bridgewater Associates,Public,Westport CT,450000,380000,250000,100000,55,20,Low,Onsite
1,Finance,Junior Quantitative Analyst,Citadel,Public,Chicago IL,115000,72000,15000,20000,55,2,High,Onsite
2,Technology,Junior Software Engineer,Meta,Public,San Francisco CA,135000,18000,45000,15000,42,1,High,Hybrid
3,Healthcare,Medical Billing Specialist,Northwestern Medicine,Public,Chicago IL,42000,3500,0,2000,40,1,Low,Onsite
4,Technology,Junior Data Analyst,Palantir,Public,New York NY,95000,12000,22000,10000,44,2,Medium,Hybrid
5,Finance,Accounting Associate,Deloitte,Public,Columbus OH,52000,6000,0,3000,45,1,Medium,Hybrid
6,Technology,Junior Machine Learning Engineer,OpenAI,Startup,San Francisco CA,148000,25000,95000,20000,50,2,High,Hybrid
7,Logistics,Junior Supply Chain Analyst,UPS,Public,Louisville KY,48000,4000,1500,2500,40,1,Medium,Onsite
8,Finance,Junior Equity Research Analyst,Goldman Sachs,Public,New York NY,110000,55000,8000,25000,65,2,High,Onsite
9,Healthcare,Junior Clinical Data Coordinator,Pfizer,Public,New York NY,68000,7000,3000,5000,40,2,Medium,Hybrid
10,Technology,Junior DevOps Engineer,Rackspace,Public,San Antonio TX,72000,6000,5000,5000,40,1,Medium,Remote
11,Energy,Junior Petroleum Engineer,ExxonMobil,Public,Houston TX,88000,9000,4000,8000,42,2,Medium,Onsite
12,Technology,Junior iOS Developer,Snap,Public,Los Angeles CA,118000,14000,30000,12000,43,1,High,Hybrid
13,Finance,Junior Commodities Trader,Jane Street,Private,New York NY,120000,85000,10000,30000,60,2,High,Onsite
14,Manufacturing,Junior Process Engineer,Caterpillar,Public,Peoria IL,65000,5000,2000,4000,40,2,Medium,Onsite
15,Technology,Junior Backend Engineer,Stripe,Private,San Francisco CA,140000,20000,60000,18000,44,2,High,Hybrid
16,Retail,Junior Merchandising Analyst,Target,Public,Minneapolis MN,54000,4500,2000,3000,40,1,Medium,Hybrid
17,Aerospace,Junior Structural Engineer,Boeing,Public,Seattle WA,82000,7000,3000,6000,40,2,Medium,Onsite
18,Finance,Junior Accountant,PricewaterhouseCoopers,Public,Dallas TX,58000,6500,0,3500,45,1,Medium,Hybrid
19,Technology,Junior AI Research Assistant,DeepMind,Public,San Francisco CA,130000,22000,35000,15000,48,2,High,Hybrid
20,Healthcare,Junior Biostatistician,Johnson and Johnson,Public,New Brunswick NJ,74000,8000,4000,5000,40,2,Medium,Hybrid
21,Technology,Junior Cybersecurity Analyst,CrowdStrike,Public,Austin TX,85000,9000,12000,7000,40,1,High,Remote
22,Finance,Junior Investment Banking Analyst,Morgan Stanley,Public,New York NY,110000,60000,5000,25000,80,1,High,Onsite
23,Construction,Junior Civil Engineer,AECOM,Public,Denver CO,68000,5000,1500,4000,40,2,Medium,Onsite
24,Technology,Junior Product Manager,Airbnb,Public,San Francisco CA,125000,16000,28000,14000,44,2,High,Hybrid
25,Media,Junior UX Designer,Netflix,Public,Los Angeles CA,105000,12000,20000,10000,40,1,High,Hybrid
26,Defense,Junior Systems Engineer,Lockheed Martin,Public,Fort Worth TX,78000,6000,3000,6000,40,2,Medium,Onsite
27,Technology,Junior Data Engineer,Snowflake,Public,San Mateo CA,128000,15000,40000,12000,42,1,High,Hybrid
28,Finance,Junior Actuarial Analyst,Northwestern Mutual,Public,Milwaukee WI,62000,7000,1000,4000,40,2,Medium,Onsite
29,Healthcare,Junior Pharmaceutical Sales Rep,AbbVie,Public,Chicago IL,65000,18000,2000,6000,42,1,Medium,Onsite
30,Retail,Junior E-Commerce Analyst,Shopify,Public,Ottawa Canada,58000,5000,8000,4000,40,1,Medium,Remote
31,Technology,Junior Frontend Engineer,Figma,Private,San Francisco CA,132000,17000,55000,15000,42,2,High,Hybrid
32,Logistics,Junior Operations Research Analyst,FedEx,Public,Memphis TN,54000,4500,2000,3000,40,1,Medium,Hybrid
33,Finance,Junior Hedge Fund Analyst,Millennium Management,Private,New York NY,105000,70000,12000,20000,65,2,High,Onsite
34,Energy,Junior Wind Energy Engineer,Vestas,Private,Denver CO,72000,6000,6000,5000,40,2,Medium,Hybrid
35,Technology,Mid-Level Software Engineer,Google,Public,San Francisco CA,185000,35000,80000,25000,43,5,Medium,Hybrid
36,Finance,Senior Quantitative Trader,Two Sigma,Private,New York NY,220000,280000,50000,50000,60,7,Medium,Onsite
37,Healthcare,Senior Data Scientist,Moderna,Public,Boston MA,158000,22000,30000,20000,44,6,Medium,Hybrid
38,Technology,Senior Machine Learning Engineer,Anthropic,Startup,San Francisco CA,215000,45000,180000,30000,50,7,High,Hybrid
39,Finance,Senior Investment Banker,JPMorgan Chase,Public,New York NY,175000,175000,15000,40000,75,8,Medium,Onsite
40,Defense,Senior Systems Architect,Raytheon,Public,Tucson AZ,145000,16000,8000,12000,42,8,Low,Onsite
41,Technology,Senior Product Manager,Uber,Public,San Francisco CA,195000,40000,70000,25000,45,7,Medium,Hybrid
42,Energy,Senior Petroleum Engineer,Chevron,Public,Houston TX,155000,22000,12000,15000,42,9,Medium,Onsite
43,Media,Senior Software Engineer,Spotify,Public,New York NY,175000,28000,45000,20000,42,6,Medium,Remote
44,Healthcare,Senior Biomedical Engineer,Medtronic,Public,Minneapolis MN,138000,18000,12000,12000,40,7,Medium,Hybrid
45,Technology,Senior AI Research Scientist,OpenAI,Startup,San Francisco CA,245000,80000,350000,40000,52,8,High,Hybrid
46,Finance,Senior Risk Analyst,BlackRock,Public,New York NY,168000,65000,20000,25000,48,7,Medium,Hybrid
47,Aerospace,Senior Aerospace Engineer,SpaceX,Private,Hawthorne CA,162000,25000,45000,18000,55,8,Medium,Onsite
48,Technology,Senior Data Scientist,Palantir,Public,New York NY,188000,35000,55000,22000,46,6,Medium,Hybrid
49,Manufacturing,Senior Robotics Engineer,Boston Dynamics,Private,Waltham MA,152000,20000,40000,15000,43,7,Medium,Hybrid
50,Finance,Chief Investment Officer,Bridgewater Associates,Private,Westport CT,450000,900000,500000,100000,55,20,Low,Onsite
1,Finance,Junior Analyst,Goldman Sachs,Public,New York NY,95000,18000,0,10000,70,1,High,Onsite
2,Technology,Junior Software Engineer,Meta,Public,San Francisco CA,135000,15000,45000,20000,45,1,High,Hybrid
3,Finance,Junior Accountant,Deloitte,Public,Chicago IL,62000,7000,0,5000,45,1,Medium,Hybrid
4,Technology,Junior Data Analyst,DataBridge Analytics,Startup,Austin TX,78000,6000,25000,8000,42,1,High,Remote
5,Healthcare,Medical Coder,HCA Healthcare,Public,Nashville TN,52000,4000,0,3000,40,2,Low,Onsite
6,Technology,Junior Frontend Developer,Webflow,Series B,San Francisco CA,118000,10000,30000,15000,43,1,High,Remote
7,Finance,Junior Trader,Citadel,Private,Chicago IL,110000,65000,0,20000,75,2,High,Onsite
8,Logistics,Junior Supply Chain Analyst,UPS,Public,Atlanta GA,58000,5000,0,4000,42,1,Medium,Hybrid
9,Technology,Junior Machine Learning Engineer,Anthropic,Series C,San Francisco CA,145000,20000,80000,25000,47,2,High,Hybrid
10,Retail,Junior Merchandising Analyst,Target,Public,Minneapolis MN,54000,5000,0,3000,40,1,Medium,Hybrid
11,Finance,Junior Investment Banking Analyst,Morgan Stanley,Public,New York NY,110000,70000,0,15000,80,1,High,Onsite
12,Technology,Junior DevOps Engineer,Cloudflare,Public,Austin TX,105000,9000,18000,12000,43,2,High,Remote
13,Healthcare,Junior Clinical Data Analyst,Pfizer,Public,New York NY,82000,8000,5000,8000,42,1,Medium,Hybrid
14,Manufacturing,Junior Process Engineer,Caterpillar,Public,Peoria IL,67000,5000,2000,5000,42,2,Medium,Onsite
15,Technology,Junior Product Manager,Notion,Series C,San Francisco CA,120000,12000,40000,18000,44,2,High,Hybrid
16,Finance,Junior Quant Researcher,Two Sigma,Private,New York NY,150000,120000,0,30000,65,2,High,Onsite
17,Energy,Junior Petroleum Engineer,ExxonMobil,Public,Houston TX,92000,10000,3000,10000,45,2,Medium,Onsite
18,Technology,Junior iOS Developer,Apple,Public,Cupertino CA,130000,14000,40000,20000,44,1,Medium,Onsite
19,Marketing,Junior Digital Marketer,HubSpot,Public,Boston MA,62000,6000,4000,5000,40,1,Medium,Hybrid
20,Aerospace,Junior Aerospace Engineer,SpaceX,Private,Hawthorne CA,98000,8000,15000,10000,60,2,High,Onsite
21,Technology,Junior Backend Engineer,Stripe,Private,San Francisco CA,140000,16000,55000,22000,45,2,High,Hybrid
22,Finance,Junior Risk Analyst,JPMorgan Chase,Public,New York NY,88000,15000,0,10000,50,1,Medium,Hybrid
23,Legal,Junior Associate Attorney,Kirkland & Ellis,Private,Chicago IL,215000,30000,0,30000,75,2,High,Onsite
24,Real Estate,Junior Property Analyst,CBRE,Public,Dallas TX,60000,6000,0,4000,40,1,Medium,Hybrid
25,Technology,Junior AI Researcher,OpenAI,Private,San Francisco CA,160000,25000,100000,30000,48,2,High,Hybrid
26,Construction,Junior Civil Engineer,Bechtel,Private,Denver CO,72000,5000,0,5000,43,2,Medium,Onsite
27,Technology,Junior Data Engineer,Snowflake,Public,Seattle WA,125000,12000,30000,18000,43,2,High,Remote
28,Media,Junior Content Strategist,BuzzFeed,Public,New York NY,58000,4000,1000,3000,40,1,Low,Hybrid
29,Finance,Junior Compliance Analyst,Charles Schwab,Public,San Francisco CA,72000,8000,2000,6000,42,1,Medium,Hybrid
30,Healthcare,Junior Biomedical Engineer,Medtronic,Public,Minneapolis MN,75000,6000,3000,6000,42,2,Medium,Onsite
31,Technology,Junior Cybersecurity Analyst,CrowdStrike,Public,Austin TX,100000,9000,15000,12000,43,2,High,Remote
32,Consulting,Junior Management Consultant,McKinsey & Company,Private,New York NY,100000,20000,0,25000,65,1,High,Hybrid
33,Finance,Junior Private Equity Analyst,KKR,Private,New York NY,120000,80000,0,20000,80,2,High,Onsite
34,Technology,Junior QA Engineer,Atlassian,Public,Austin TX,88000,7000,12000,10000,40,1,Medium,Remote
35,Technology,Mid Software Engineer,Netflix,Public,Los Angeles CA,175000,30000,60000,25000,45,5,Medium,Hybrid
36,Finance,Senior Quantitative Analyst,Citadel Securities,Private,Chicago IL,220000,200000,0,50000,65,7,Medium,Onsite
37,Technology,Senior Data Scientist,Google,Public,San Francisco CA,210000,40000,120000,40000,45,6,Medium,Hybrid
38,Healthcare,Senior Health Economist,UnitedHealth Group,Public,Minneapolis MN,145000,20000,15000,15000,43,7,Medium,Hybrid
39,Technology,Mid Product Manager,Airbnb,Public,San Francisco CA,165000,25000,70000,20000,45,4,High,Hybrid
40,Finance,Senior Portfolio Manager,BlackRock,Public,New York NY,195000,120000,20000,30000,52,8,Low,Hybrid
41,Consulting,Senior Strategy Consultant,Boston Consulting Group,Private,Boston MA,175000,50000,0,30000,60,6,Medium,Hybrid
42,Technology,Senior Machine Learning Engineer,DeepMind,Public,London UK,190000,35000,80000,35000,46,7,High,Hybrid
43,Energy,Senior Reservoir Engineer,Chevron,Public,Houston TX,155000,25000,10000,20000,44,8,Low,Onsite
44,Aerospace,Mid Systems Engineer,Lockheed Martin,Public,Fort Worth TX,115000,12000,5000,12000,44,5,Medium,Onsite
45,Technology,Senior Backend Engineer,Databricks,Series G,San Francisco CA,200000,35000,150000,40000,46,7,High,Remote
46,Finance,Mid Investment Analyst,Bridgewater Associates,Private,Westport CT,145000,85000,0,25000,60,4,Medium,Onsite
47,Legal,Senior Corporate Counsel,Amazon,Public,Seattle WA,210000,40000,80000,30000,48,9,Low,Hybrid
48,Technology,Mid Full Stack Engineer,Figma,Private,San Francisco CA,170000,22000,90000,28000,44,4,High,Hybrid
49,Marketing,Senior Brand Strategist,Procter & Gamble,Public,Cincinnati OH,115000,18000,8000,12000,42,7,Low,Hybrid
50,Technology,Chief Technology Officer,Scale AI,Series E,San Francisco CA,320000,150000,800000,100000,55,15,Low,Onsite
1,Finance,Junior Analyst,Goldman Sachs,Public,New York NY,95000,18000,0,10000,70,1,High,Onsite
2,Finance,Junior Analyst,JPMorgan Chase,Public,New York NY,92000,16000,0,8000,68,1,High,Onsite
3,Technology,Junior Software Engineer,Meta,Public,San Francisco CA,130000,15000,45000,20000,45,1,High,Hybrid
4,Technology,Junior Software Engineer,Stripe,Late-Stage Startup,San Francisco CA,125000,12000,60000,18000,46,2,High,Hybrid
5,Technology,Junior Data Scientist,DataRobot,Series B Startup,Boston MA,95000,8000,35000,10000,44,1,High,Hybrid
6,Finance,Quantitative Trader,Citadel,Hedge Fund,Chicago IL,160000,120000,0,50000,75,3,Medium,Onsite
7,Finance,Quantitative Trader,Two Sigma,Hedge Fund,New York NY,170000,140000,0,60000,75,4,Medium,Onsite
8,Finance,Junior Accountant,Deloitte,Public,Chicago IL,62000,7000,0,3000,45,1,Medium,Hybrid
9,Finance,Junior Accountant,PwC,Public,Dallas TX,60000,6500,0,2500,45,1,Medium,Hybrid
10,Technology,Junior Frontend Engineer,Shopify,Public,Remote,98000,9000,15000,8000,40,2,High,Remote
11,Healthcare,Junior Clinical Analyst,UnitedHealth Group,Public,Minneapolis MN,72000,6000,0,4000,42,1,Medium,Hybrid
12,Technology,Junior Machine Learning Engineer,OpenAI,Late-Stage Startup,San Francisco CA,145000,20000,80000,25000,50,2,High,Onsite
13,Technology,Junior DevOps Engineer,Amazon,Public,Seattle WA,118000,12000,20000,15000,46,1,High,Hybrid
14,Energy,Junior Petroleum Engineer,ExxonMobil,Public,Houston TX,88000,10000,0,8000,45,2,Medium,Onsite
15,Manufacturing,Junior Mechanical Engineer,Caterpillar,Public,Peoria IL,72000,5500,0,4000,42,2,Medium,Onsite
16,Finance,Junior Investment Banking Analyst,Morgan Stanley,Public,New York NY,110000,25000,0,15000,80,1,High,Onsite
17,Technology,Junior Backend Engineer,Airbnb,Public,San Francisco CA,128000,13000,30000,18000,45,2,High,Hybrid
18,Consulting,Junior Management Consultant,McKinsey,Private,New York NY,105000,20000,0,10000,65,1,High,Hybrid
19,Consulting,Junior Management Consultant,Bain,Private,Boston MA,103000,18000,0,9000,65,1,High,Hybrid
20,Technology,Junior Mobile Engineer,Apple,Public,Cupertino CA,127000,14000,25000,20000,45,2,High,Onsite
21,Technology,Junior QA Engineer,Oracle,Public,Austin TX,82000,6000,8000,5000,40,1,Medium,Hybrid
22,Healthcare,Junior Biostatistician,Pfizer,Public,New York NY,88000,9000,5000,6000,42,2,Medium,Hybrid
23,Legal,Junior Associate Attorney,Skadden Arps,Private,New York NY,215000,30000,0,30000,75,2,High,Onsite
24,Technology,Junior AI Researcher,DeepMind,Public,London UK,118000,18000,20000,15000,45,2,High,Hybrid
25,Real Estate,Junior Property Analyst,CBRE,Public,Dallas TX,65000,7000,0,3000,42,1,Medium,Hybrid
26,Technology,Junior Cloud Engineer,Microsoft,Public,Seattle WA,120000,11000,22000,16000,43,1,High,Hybrid
27,Logistics,Junior Supply Chain Analyst,FedEx,Public,Memphis TN,61000,4500,0,2000,40,1,Low,Hybrid
28,Technology,Junior Cybersecurity Analyst,CrowdStrike,Public,Austin TX,92000,8500,12000,7000,42,2,High,Remote
29,Media,Junior UX Designer,Netflix,Public,Los Angeles CA,105000,10000,18000,10000,42,2,High,Hybrid
30,Finance,Junior Risk Analyst,Wells Fargo,Public,Charlotte NC,68000,7000,0,4000,43,1,Medium,Hybrid
31,Aerospace,Junior Aerospace Engineer,SpaceX,Private,Hawthorne CA,98000,8000,15000,7000,60,2,Medium,Onsite
